prayer,date_local,time_local,utc_offset,lat,lng,elevation_m,source,notes
isha,2015-01-01,19:04:00,1,43.4219,-7.5342,648,Galicia_SQM_Network_Zenodo4977265,"station=Labrada,sqm_msas=17.72,solar_dep=10.49deg,inflection_method"
isha,2015-01-01,19:01:00,1,43.4928,-7.2447,694,Galicia_SQM_Network_Zenodo4977265,"station=Fontaneira,sqm_msas=17.37,solar_dep=10.21deg,inflection_method"
fajr,2015-01-02,07:58:00,1,42.1,-7.0667,900,Galicia_SQM_Network_Zenodo4977265,"station=Xares,sqm_msas=18.19,solar_dep=10.61deg,inflection_method"
fajr,2015-01-02,08:06:00,1,42.1,-8.6167,400,Galicia_SQM_Network_Zenodo4977265,"station=Paramos,sqm_msas=18.42,solar_dep=10.30deg,inflection_method"
isha,2015-01-02,19:05:00,1,42.1,-7.0667,900,Galicia_SQM_Network_Zenodo4977265,"station=Xares,sqm_msas=17.76,solar_dep=10.35deg,inflection_method"
isha,2015-01-02,19:10:00,1,42.1,-8.6167,400,Galicia_SQM_Network_Zenodo4977265,"station=Paramos,sqm_msas=17.14,solar_dep=10.14deg,inflection_method"
fajr,2015-01-02,08:07:00,1,42.2303,-8.9017,52,Galicia_SQM_Network_Zenodo4977265,"station=Islas_Cies,sqm_msas=18.12,solar_dep=10.37deg,inflection_method"
isha,2015-01-02,19:11:00,1,42.2303,-8.9017,52,Galicia_SQM_Network_Zenodo4977265,"station=Islas_Cies,sqm_msas=17.33,solar_dep=10.17deg,inflection_method"
fajr,2015-01-02,19:04:00,1,42.2375,-7.2803,1453,Galicia_SQM_Network_Zenodo4977265,"station=Manzaneda,sqm_msas=17.61,solar_dep=10.08deg,inflection_method"
isha,2015-01-02,19:06:00,1,42.2375,-7.2803,1453,Galicia_SQM_Network_Zenodo4977265,"station=Manzaneda,sqm_msas=17.81,solar_dep=10.43deg,inflection_method"
fajr,2015-01-02,08:08:00,1,42.2667,-8.75,50,Galicia_SQM_Network_Zenodo4977265,"station=Portoi_Vigo,sqm_msas=17.42,solar_dep=10.11deg,inflection_method"
isha,2015-01-02,19:39:00,1,42.2667,-8.75,50,Galicia_SQM_Network_Zenodo4977265,"station=Portoi_Vigo,sqm_msas=17.37,solar_dep=15.16deg,inflection_method"
fajr,2015-01-02,19:10:00,1,42.3833,-8.9333,40,Galicia_SQM_Network_Zenodo4977265,"station=Isla_Ons,sqm_msas=17.36,solar_dep=10.03deg,inflection_method"
isha,2015-01-02,19:43:00,1,42.3833,-8.9333,40,Galicia_SQM_Network_Zenodo4977265,"station=Isla_Ons,sqm_msas=18.22,solar_dep=15.77deg,inflection_method"
fajr,2015-01-02,19:05:00,1,42.4528,-7.6853,1498,Galicia_SQM_Network_Zenodo4977265,"station=Areeiro,sqm_msas=16.65,solar_dep=10.06deg,inflection_method"
isha,2015-01-02,19:06:00,1,42.4528,-7.6853,1498,Galicia_SQM_Network_Zenodo4977265,"station=Areeiro,sqm_msas=16.78,solar_dep=10.23deg,inflection_method"
fajr,2015-01-02,19:02:00,1,42.7075,-7.0369,1300,Galicia_SQM_Network_Zenodo4977265,"station=O_Cebreiro,sqm_msas=17.78,solar_dep=10.08deg,inflection_method"
isha,2015-01-02,19:03:00,1,42.7075,-7.0369,1300,Galicia_SQM_Network_Zenodo4977265,"station=O_Cebreiro,sqm_msas=17.89,solar_dep=10.25deg,inflection_method"
fajr,2015-01-02,08:00:00,1,42.7561,-7.8578,1119,Galicia_SQM_Network_Zenodo4977265,"station=Lardeira,sqm_msas=18.11,solar_dep=11.05deg,inflection_method"
isha,2015-01-02,19:05:00,1,42.7561,-7.8578,1119,Galicia_SQM_Network_Zenodo4977265,"station=Lardeira,sqm_msas=17.83,solar_dep=10.05deg,inflection_method"
fajr,2015-01-02,08:08:00,1,42.8728,-8.5453,370,Galicia_SQM_Network_Zenodo4977265,"station=Santiago,sqm_msas=17.89,solar_dep=10.19deg,inflection_method"
isha,2015-01-02,19:08:00,1,42.8728,-8.5453,370,Galicia_SQM_Network_Zenodo4977265,"station=Santiago,sqm_msas=17.27,solar_dep=10.14deg,inflection_method"
fajr,2015-01-02,19:05:00,1,43.2742,-8.1747,216,Galicia_SQM_Network_Zenodo4977265,"station=Guisamo,sqm_msas=16.95,solar_dep=10.03deg,inflection_method"
isha,2015-01-02,19:08:00,1,43.2742,-8.1747,216,Galicia_SQM_Network_Zenodo4977265,"station=Guisamo,sqm_msas=17.31,solar_dep=10.54deg,inflection_method"
fajr,2015-01-02,19:02:00,1,43.4219,-7.5342,648,Galicia_SQM_Network_Zenodo4977265,"station=Labrada,sqm_msas=17.41,solar_dep=10.01deg,inflection_method"
isha,2015-01-02,19:04:00,1,43.4219,-7.5342,648,Galicia_SQM_Network_Zenodo4977265,"station=Labrada,sqm_msas=17.62,solar_dep=10.35deg,inflection_method"
fajr,2015-01-02,08:04:00,1,43.4928,-7.2447,694,Galicia_SQM_Network_Zenodo4977265,"station=Fontaneira,sqm_msas=17.91,solar_dep=10.22deg,inflection_method"
isha,2015-01-02,19:01:00,1,43.4928,-7.2447,694,Galicia_SQM_Network_Zenodo4977265,"station=Fontaneira,sqm_msas=17.20,solar_dep=10.07deg,inflection_method"
fajr,2015-01-03,19:04:00,1,42.1,-7.0667,900,Galicia_SQM_Network_Zenodo4977265,"station=Xares,sqm_msas=17.46,solar_dep=10.04deg,inflection_method"
fajr,2015-01-03,19:10:00,1,42.1,-8.6167,400,Galicia_SQM_Network_Zenodo4977265,"station=Paramos,sqm_msas=16.84,solar_dep=10.00deg,inflection_method"
isha,2015-01-03,19:05:00,1,42.1,-7.0667,900,Galicia_SQM_Network_Zenodo4977265,"station=Xares,sqm_msas=17.59,solar_dep=10.21deg,inflection_method"
isha,2015-01-03,19:59:00,1,42.1,-8.6167,400,Galicia_SQM_Network_Zenodo4977265,"station=Paramos,sqm_msas=17.33,solar_dep=18.63deg,inflection_method"
fajr,2015-01-03,19:11:00,1,42.2303,-8.9017,52,Galicia_SQM_Network_Zenodo4977265,"station=Islas_Cies,sqm_msas=17.18,solar_dep=10.02deg,inflection_method"
isha,2015-01-03,19:12:00,1,42.2303,-8.9017,52,Galicia_SQM_Network_Zenodo4977265,"station=Islas_Cies,sqm_msas=17.31,solar_dep=10.20deg,inflection_method"
fajr,2015-01-03,19:05:00,1,42.2375,-7.2803,1453,Galicia_SQM_Network_Zenodo4977265,"station=Manzaneda,sqm_msas=17.49,solar_dep=10.11deg,inflection_method"
isha,2015-01-03,19:06:00,1,42.2375,-7.2803,1453,Galicia_SQM_Network_Zenodo4977265,"station=Manzaneda,sqm_msas=17.62,solar_dep=10.28deg,inflection_method"
fajr,2015-01-03,08:08:00,1,42.2667,-8.75,50,Galicia_SQM_Network_Zenodo4977265,"station=Portoi_Vigo,sqm_msas=17.46,solar_dep=10.13deg,inflection_method"
isha,2015-01-03,19:11:00,1,42.2667,-8.75,50,Galicia_SQM_Network_Zenodo4977265,"station=Portoi_Vigo,sqm_msas=16.87,solar_dep=10.14deg,inflection_method"
fajr,2015-01-03,19:11:00,1,42.3833,-8.9333,40,Galicia_SQM_Network_Zenodo4977265,"station=Isla_Ons,sqm_msas=17.24,solar_dep=10.06deg,inflection_method"
isha,2015-01-03,19:12:00,1,42.3833,-8.9333,40,Galicia_SQM_Network_Zenodo4977265,"station=Isla_Ons,sqm_msas=17.38,solar_dep=10.23deg,inflection_method"
fajr,2015-01-03,19:06:00,1,42.4528,-7.6853,1498,Galicia_SQM_Network_Zenodo4977265,"station=Areeiro,sqm_msas=16.70,solar_dep=10.08deg,inflection_method"
isha,2015-01-03,19:07:00,1,42.4528,-7.6853,1498,Galicia_SQM_Network_Zenodo4977265,"station=Areeiro,sqm_msas=16.84,solar_dep=10.26deg,inflection_method"
fajr,2015-01-03,19:03:00,1,42.7075,-7.0369,1300,Galicia_SQM_Network_Zenodo4977265,"station=O_Cebreiro,sqm_msas=17.63,solar_dep=10.11deg,inflection_method"
isha,2015-01-03,19:04:00,1,42.7075,-7.0369,1300,Galicia_SQM_Network_Zenodo4977265,"station=O_Cebreiro,sqm_msas=17.75,solar_dep=10.28deg,inflection_method"
fajr,2015-01-03,08:03:00,1,42.7561,-7.8578,1119,Galicia_SQM_Network_Zenodo4977265,"station=Lardeira,sqm_msas=17.70,solar_dep=10.55deg,inflection_method"
isha,2015-01-03,19:06:00,1,42.7561,-7.8578,1119,Galicia_SQM_Network_Zenodo4977265,"station=Lardeira,sqm_msas=17.91,solar_dep=10.08deg,inflection_method"
fajr,2015-01-03,07:40:00,1,42.8728,-8.5453,370,Galicia_SQM_Network_Zenodo4977265,"station=Santiago,sqm_msas=16.39,solar_dep=15.04deg,inflection_method"
isha,2015-01-03,19:21:00,1,42.8728,-8.5453,370,Galicia_SQM_Network_Zenodo4977265,"station=Santiago,sqm_msas=15.60,solar_dep=12.22deg,inflection_method"
fajr,2015-01-03,19:06:00,1,43.2742,-8.1747,216,Galicia_SQM_Network_Zenodo4977265,"station=Guisamo,sqm_msas=16.22,solar_dep=10.06deg,inflection_method"
isha,2015-01-03,19:15:00,1,43.2742,-8.1747,216,Galicia_SQM_Network_Zenodo4977265,"station=Guisamo,sqm_msas=16.33,solar_dep=11.58deg,inflection_method"
fajr,2015-01-03,19:03:00,1,43.4219,-7.5342,648,Galicia_SQM_Network_Zenodo4977265,"station=Labrada,sqm_msas=16.87,solar_dep=10.04deg,inflection_method"
isha,2015-01-03,19:06:00,1,43.4219,-7.5342,648,Galicia_SQM_Network_Zenodo4977265,"station=Labrada,sqm_msas=17.18,solar_dep=10.54deg,inflection_method"
fajr,2015-01-03,08:02:00,1,43.4928,-7.2447,694,Galicia_SQM_Network_Zenodo4977265,"station=Fontaneira,sqm_msas=18.19,solar_dep=10.58deg,inflection_method"
isha,2015-01-03,19:02:00,1,43.4928,-7.2447,694,Galicia_SQM_Network_Zenodo4977265,"station=Fontaneira,sqm_msas=17.19,solar_dep=10.09deg,inflection_method"
fajr,2015-01-04,19:05:00,1,42.1,-7.0667,900,Galicia_SQM_Network_Zenodo4977265,"station=Xares,sqm_msas=17.59,solar_dep=10.06deg,inflection_method"
fajr,2015-01-04,19:11:00,1,42.1,-8.6167,400,Galicia_SQM_Network_Zenodo4977265,"station=Paramos,sqm_msas=17.55,solar_dep=10.03deg,inflection_method"
isha,2015-01-04,19:06:00,1,42.1,-7.0667,900,Galicia_SQM_Network_Zenodo4977265,"station=Xares,sqm_msas=17.72,solar_dep=10.23deg,inflection_method"
isha,2015-01-04,19:12:00,1,42.1,-8.6167,400,Galicia_SQM_Network_Zenodo4977265,"station=Paramos,sqm_msas=17.67,solar_dep=10.20deg,inflection_method"
fajr,2015-01-04,08:08:00,1,42.2303,-8.9017,52,Galicia_SQM_Network_Zenodo4977265,"station=Islas_Cies,sqm_msas=17.91,solar_dep=10.23deg,inflection_method"
isha,2015-01-04,19:13:00,1,42.2303,-8.9017,52,Galicia_SQM_Network_Zenodo4977265,"station=Islas_Cies,sqm_msas=17.43,solar_dep=10.22deg,inflection_method"
fajr,2015-01-04,19:06:00,1,42.2375,-7.2803,1453,Galicia_SQM_Network_Zenodo4977265,"station=Manzaneda,sqm_msas=17.56,solar_dep=10.14deg,inflection_method"
isha,2015-01-04,19:07:00,1,42.2375,-7.2803,1453,Galicia_SQM_Network_Zenodo4977265,"station=Manzaneda,sqm_msas=17.69,solar_dep=10.31deg,inflection_method"
fajr,2015-01-04,08:08:00,1,42.2667,-8.75,50,Galicia_SQM_Network_Zenodo4977265,"station=Portoi_Vigo,sqm_msas=17.46,solar_dep=10.14deg,inflection_method"
isha,2015-01-04,19:12:00,1,42.2667,-8.75,50,Galicia_SQM_Network_Zenodo4977265,"station=Portoi_Vigo,sqm_msas=16.98,solar_dep=10.17deg,inflection_method"
fajr,2015-01-04,19:12:00,1,42.3833,-8.9333,40,Galicia_SQM_Network_Zenodo4977265,"station=Isla_Ons,sqm_msas=17.36,solar_dep=10.08deg,inflection_method"
isha,2015-01-04,19:13:00,1,42.3833,-8.9333,40,Galicia_SQM_Network_Zenodo4977265,"station=Isla_Ons,sqm_msas=17.49,solar_dep=10.26deg,inflection_method"
fajr,2015-01-04,19:07:00,1,42.4528,-7.6853,1498,Galicia_SQM_Network_Zenodo4977265,"station=Areeiro,sqm_msas=16.78,solar_dep=10.11deg,inflection_method"
isha,2015-01-04,19:08:00,1,42.4528,-7.6853,1498,Galicia_SQM_Network_Zenodo4977265,"station=Areeiro,sqm_msas=16.92,solar_dep=10.28deg,inflection_method"
fajr,2015-01-04,19:04:00,1,42.7075,-7.0369,1300,Galicia_SQM_Network_Zenodo4977265,"station=O_Cebreiro,sqm_msas=17.72,solar_dep=10.13deg,inflection_method"
isha,2015-01-04,19:05:00,1,42.7075,-7.0369,1300,Galicia_SQM_Network_Zenodo4977265,"station=O_Cebreiro,sqm_msas=17.85,solar_dep=10.30deg,inflection_method"
fajr,2015-01-04,08:06:00,1,42.7561,-7.8578,1119,Galicia_SQM_Network_Zenodo4977265,"station=Lardeira,sqm_msas=17.18,solar_dep=10.05deg,inflection_method"
isha,2015-01-04,19:07:00,1,42.7561,-7.8578,1119,Galicia_SQM_Network_Zenodo4977265,"station=Lardeira,sqm_msas=18.00,solar_dep=10.10deg,inflection_method"
fajr,2015-01-04,19:09:00,1,42.8728,-8.5453,370,Galicia_SQM_Network_Zenodo4977265,"station=Santiago,sqm_msas=17.13,solar_dep=10.02deg,inflection_method"
isha,2015-01-04,19:12:00,1,42.8728,-8.5453,370,Galicia_SQM_Network_Zenodo4977265,"station=Santiago,sqm_msas=17.45,solar_dep=10.53deg,inflection_method"
fajr,2015-01-04,19:07:00,1,43.2742,-8.1747,216,Galicia_SQM_Network_Zenodo4977265,"station=Guisamo,sqm_msas=17.23,solar_dep=10.08deg,inflection_method"
isha,2015-01-04,19:08:00,1,43.2742,-8.1747,216,Galicia_SQM_Network_Zenodo4977265,"station=Guisamo,sqm_msas=17.35,solar_dep=10.25deg,inflection_method"
fajr,2015-01-04,19:04:00,1,43.4219,-7.5342,648,Galicia_SQM_Network_Zenodo4977265,"station=Labrada,sqm_msas=16.95,solar_dep=10.06deg,inflection_method"
isha,2015-01-04,19:12:00,1,43.4219,-7.5342,648,Galicia_SQM_Network_Zenodo4977265,"station=Labrada,sqm_msas=17.88,solar_dep=11.41deg,inflection_method"
fajr,2015-01-04,08:03:00,1,43.4928,-7.2447,694,Galicia_SQM_Network_Zenodo4977265,"station=Fontaneira,sqm_msas=17.98,solar_dep=10.42deg,inflection_method"
isha,2015-01-04,19:03:00,1,43.4928,-7.2447,694,Galicia_SQM_Network_Zenodo4977265,"station=Fontaneira,sqm_msas=17.35,solar_dep=10.11deg,inflection_method"
fajr,2015-01-05,07:58:00,1,42.1,-7.0667,900,Galicia_SQM_Network_Zenodo4977265,"station=Xares,sqm_msas=18.16,solar_dep=10.65deg,inflection_method"
fajr,2015-01-05,19:12:00,1,42.1,-8.6167,400,Galicia_SQM_Network_Zenodo4977265,"station=Paramos,sqm_msas=17.71,solar_dep=10.05deg,inflection_method"
isha,2015-01-05,19:08:00,1,42.1,-7.0667,900,Galicia_SQM_Network_Zenodo4977265,"station=Xares,sqm_msas=18.04,solar_dep=10.43deg,inflection_method"
isha,2015-01-05,19:13:00,1,42.1,-8.6167,400,Galicia_SQM_Network_Zenodo4977265,"station=Paramos,sqm_msas=17.97,solar_dep=10.22deg,inflection_method"
fajr,2015-01-05,08:07:00,1,42.2303,-8.9017,52,Galicia_SQM_Network_Zenodo4977265,"station=Islas_Cies,sqm_msas=17.42,solar_dep=10.41deg,inflection_method"
isha,2015-01-05,19:18:00,1,42.2303,-8.9017,52,Galicia_SQM_Network_Zenodo4977265,"station=Islas_Cies,sqm_msas=18.07,solar_dep=10.93deg,inflection_method"
fajr,2015-01-05,08:02:00,1,42.2375,-7.2803,1453,Galicia_SQM_Network_Zenodo4977265,"station=Manzaneda,sqm_msas=17.34,solar_dep=10.16deg,inflection_method"
isha,2015-01-05,19:08:00,1,42.2375,-7.2803,1453,Galicia_SQM_Network_Zenodo4977265,"station=Manzaneda,sqm_msas=17.90,solar_dep=10.33deg,inflection_method"
fajr,2015-01-05,19:12:00,1,42.2667,-8.75,50,Galicia_SQM_Network_Zenodo4977265,"station=Portoi_Vigo,sqm_msas=15.00,solar_dep=10.02deg,inflection_method"
isha,2015-01-05,19:37:00,1,42.2667,-8.75,50,Galicia_SQM_Network_Zenodo4977265,"station=Portoi_Vigo,sqm_msas=15.42,solar_dep=14.37deg,inflection_method"
fajr,2015-01-05,19:13:00,1,42.3833,-8.9333,40,Galicia_SQM_Network_Zenodo4977265,"station=Isla_Ons,sqm_msas=17.56,solar_dep=10.11deg,inflection_method"
isha,2015-01-05,19:17:00,1,42.3833,-8.9333,40,Galicia_SQM_Network_Zenodo4977265,"station=Isla_Ons,sqm_msas=18.07,solar_dep=10.79deg,inflection_method"
fajr,2015-01-05,19:08:00,1,42.4528,-7.6853,1498,Galicia_SQM_Network_Zenodo4977265,"station=Areeiro,sqm_msas=16.05,solar_dep=10.13deg,inflection_method"
isha,2015-01-05,19:26:00,1,42.4528,-7.6853,1498,Galicia_SQM_Network_Zenodo4977265,"station=Areeiro,sqm_msas=16.47,solar_dep=13.25deg,inflection_method"
fajr,2015-01-05,08:01:00,1,42.7075,-7.0369,1300,Galicia_SQM_Network_Zenodo4977265,"station=O_Cebreiro,sqm_msas=17.96,solar_dep=10.33deg,inflection_method"
isha,2015-01-05,19:56:00,1,42.7075,-7.0369,1300,Galicia_SQM_Network_Zenodo4977265,"station=O_Cebreiro,sqm_msas=18.85,solar_dep=19.08deg,inflection_method"
fajr,2015-01-05,08:05:00,1,42.7561,-7.8578,1119,Galicia_SQM_Network_Zenodo4977265,"station=Lardeira,sqm_msas=17.31,solar_dep=10.23deg,inflection_method"
isha,2015-01-05,19:08:00,1,42.7561,-7.8578,1119,Galicia_SQM_Network_Zenodo4977265,"station=Lardeira,sqm_msas=18.24,solar_dep=10.12deg,inflection_method"
fajr,2015-01-05,19:10:00,1,42.8728,-8.5453,370,Galicia_SQM_Network_Zenodo4977265,"station=Santiago,sqm_msas=15.05,solar_dep=10.04deg,inflection_method"
isha,2015-01-05,19:17:00,1,42.8728,-8.5453,370,Galicia_SQM_Network_Zenodo4977265,"station=Santiago,sqm_msas=15.00,solar_dep=11.23deg,inflection_method"
fajr,2015-01-05,19:08:00,1,43.2742,-8.1747,216,Galicia_SQM_Network_Zenodo4977265,"station=Guisamo,sqm_msas=16.50,solar_dep=10.10deg,inflection_method"
isha,2015-01-05,19:24:00,1,43.2742,-8.1747,216,Galicia_SQM_Network_Zenodo4977265,"station=Guisamo,sqm_msas=16.83,solar_dep=12.83deg,inflection_method"
fajr,2015-01-05,08:06:00,1,43.4219,-7.5342,648,Galicia_SQM_Network_Zenodo4977265,"station=Labrada,sqm_msas=17.65,solar_dep=10.08deg,inflection_method"
isha,2015-01-05,19:06:00,1,43.4219,-7.5342,648,Galicia_SQM_Network_Zenodo4977265,"station=Labrada,sqm_msas=17.69,solar_dep=10.25deg,inflection_method"
fajr,2015-01-05,08:04:00,1,43.4928,-7.2447,694,Galicia_SQM_Network_Zenodo4977265,"station=Fontaneira,sqm_msas=17.73,solar_dep=10.25deg,inflection_method"
isha,2015-01-05,19:44:00,1,43.4928,-7.2447,694,Galicia_SQM_Network_Zenodo4977265,"station=Fontaneira,sqm_msas=18.77,solar_dep=17.01deg,inflection_method"
fajr,2015-01-06,08:00:00,1,42.1,-7.0667,900,Galicia_SQM_Network_Zenodo4977265,"station=Xares,sqm_msas=17.89,solar_dep=10.30deg,inflection_method"
fajr,2015-01-06,19:13:00,1,42.1,-8.6167,400,Galicia_SQM_Network_Zenodo4977265,"station=Paramos,sqm_msas=17.54,solar_dep=10.07deg,inflection_method"
isha,2015-01-06,19:08:00,1,42.1,-7.0667,900,Galicia_SQM_Network_Zenodo4977265,"station=Xares,sqm_msas=18.04,solar_dep=10.27deg,inflection_method"
isha,2015-01-06,19:15:00,1,42.1,-8.6167,400,Galicia_SQM_Network_Zenodo4977265,"station=Paramos,sqm_msas=17.88,solar_dep=10.41deg,inflection_method"
fajr,2015-01-06,07:27:00,1,42.2303,-8.9017,52,Galicia_SQM_Network_Zenodo4977265,"station=Islas_Cies,sqm_msas=17.56,solar_dep=17.45deg,inflection_method"
isha,2015-01-06,19:14:00,1,42.2303,-8.9017,52,Galicia_SQM_Network_Zenodo4977265,"station=Islas_Cies,sqm_msas=17.62,solar_dep=10.09deg,inflection_method"
fajr,2015-01-06,19:07:00,1,42.2375,-7.2803,1453,Galicia_SQM_Network_Zenodo4977265,"station=Manzaneda,sqm_msas=17.68,solar_dep=10.00deg,inflection_method"
isha,2015-01-06,19:08:00,1,42.2375,-7.2803,1453,Galicia_SQM_Network_Zenodo4977265,"station=Manzaneda,sqm_msas=17.85,solar_dep=10.18deg,inflection_method"
fajr,2015-01-06,19:13:00,1,42.2667,-8.75,50,Galicia_SQM_Network_Zenodo4977265,"station=Portoi_Vigo,sqm_msas=17.14,solar_dep=10.03deg,inflection_method"
isha,2015-01-06,19:15:00,1,42.2667,-8.75,50,Galicia_SQM_Network_Zenodo4977265,"station=Portoi_Vigo,sqm_msas=17.33,solar_dep=10.38deg,inflection_method"
fajr,2015-01-06,07:41:00,1,42.3833,-8.9333,40,Galicia_SQM_Network_Zenodo4977265,"station=Isla_Ons,sqm_msas=17.84,solar_dep=15.03deg,inflection_method"
isha,2015-01-06,19:15:00,1,42.3833,-8.9333,40,Galicia_SQM_Network_Zenodo4977265,"station=Isla_Ons,sqm_msas=17.83,solar_dep=10.30deg,inflection_method"
fajr,2015-01-06,07:24:00,1,42.4528,-7.6853,1498,Galicia_SQM_Network_Zenodo4977265,"station=Areeiro,sqm_msas=18.26,solar_dep=17.17deg,inflection_method"
isha,2015-01-06,19:11:00,1,42.4528,-7.6853,1498,Galicia_SQM_Network_Zenodo4977265,"station=Areeiro,sqm_msas=17.34,solar_dep=10.49deg,inflection_method"
fajr,2015-01-06,07:21:00,1,42.7075,-7.0369,1300,Galicia_SQM_Network_Zenodo4977265,"station=O_Cebreiro,sqm_msas=17.85,solar_dep=17.31deg,inflection_method"
isha,2015-01-06,19:06:00,1,42.7075,-7.0369,1300,Galicia_SQM_Network_Zenodo4977265,"station=O_Cebreiro,sqm_msas=18.02,solar_dep=10.17deg,inflection_method"
fajr,2015-01-06,08:05:00,1,42.7561,-7.8578,1119,Galicia_SQM_Network_Zenodo4977265,"station=Lardeira,sqm_msas=17.25,solar_dep=10.23deg,inflection_method"
isha,2015-01-06,19:09:00,1,42.7561,-7.8578,1119,Galicia_SQM_Network_Zenodo4977265,"station=Lardeira,sqm_msas=18.39,solar_dep=10.14deg,inflection_method"
fajr,2015-01-06,08:09:00,1,42.8728,-8.5453,370,Galicia_SQM_Network_Zenodo4977265,"station=Santiago,sqm_msas=17.47,solar_dep=10.05deg,inflection_method"
isha,2015-01-06,19:27:00,1,42.8728,-8.5453,370,Galicia_SQM_Network_Zenodo4977265,"station=Santiago,sqm_msas=17.80,solar_dep=12.80deg,inflection_method"
fajr,2015-01-06,08:06:00,1,43.2742,-8.1747,216,Galicia_SQM_Network_Zenodo4977265,"station=Guisamo,sqm_msas=17.96,solar_dep=10.46deg,inflection_method"
isha,2015-01-06,19:43:00,1,43.2742,-8.1747,216,Galicia_SQM_Network_Zenodo4977265,"station=Guisamo,sqm_msas=17.10,solar_dep=15.97deg,inflection_method"
fajr,2015-01-06,08:05:00,1,43.4219,-7.5342,648,Galicia_SQM_Network_Zenodo4977265,"station=Labrada,sqm_msas=17.71,solar_dep=10.25deg,inflection_method"
isha,2015-01-06,19:13:00,1,43.4219,-7.5342,648,Galicia_SQM_Network_Zenodo4977265,"station=Labrada,sqm_msas=18.62,solar_dep=11.28deg,inflection_method"
fajr,2015-01-06,07:56:00,1,43.4928,-7.2447,694,Galicia_SQM_Network_Zenodo4977265,"station=Fontaneira,sqm_msas=18.28,solar_dep=11.60deg,inflection_method"
isha,2015-01-06,19:05:00,1,43.4928,-7.2447,694,Galicia_SQM_Network_Zenodo4977265,"station=Fontaneira,sqm_msas=17.63,solar_dep=10.15deg,inflection_method"
fajr,2015-01-07,08:00:00,1,42.1,-7.0667,900,Galicia_SQM_Network_Zenodo4977265,"station=Xares,sqm_msas=17.96,solar_dep=10.30deg,inflection_method"
fajr,2015-01-07,07:14:00,1,42.1,-8.6167,400,Galicia_SQM_Network_Zenodo4977265,"station=Paramos,sqm_msas=18.38,solar_dep=19.55deg,inflection_method"
isha,2015-01-07,19:09:00,1,42.1,-7.0667,900,Galicia_SQM_Network_Zenodo4977265,"station=Xares,sqm_msas=18.22,solar_dep=10.29deg,inflection_method"
isha,2015-01-07,19:18:00,1,42.1,-8.6167,400,Galicia_SQM_Network_Zenodo4977265,"station=Paramos,sqm_msas=18.33,solar_dep=10.77deg,inflection_method"
fajr,2015-01-07,08:07:00,1,42.2303,-8.9017,52,Galicia_SQM_Network_Zenodo4977265,"station=Islas_Cies,sqm_msas=17.88,solar_dep=10.40deg,inflection_method"
isha,2015-01-07,19:18:00,1,42.2303,-8.9017,52,Galicia_SQM_Network_Zenodo4977265,"station=Islas_Cies,sqm_msas=18.00,solar_dep=10.62deg,inflection_method"
fajr,2015-01-07,19:08:00,1,42.2375,-7.2803,1453,Galicia_SQM_Network_Zenodo4977265,"station=Manzaneda,sqm_msas=17.68,solar_dep=10.02deg,inflection_method"
isha,2015-01-07,19:10:00,1,42.2375,-7.2803,1453,Galicia_SQM_Network_Zenodo4977265,"station=Manzaneda,sqm_msas=18.02,solar_dep=10.36deg,inflection_method"
