prayer,date_local,time_local,utc_offset,lat,lng,elevation_m,source,notes
fajr,2013-10-13,05:42,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2013-10-14,05:34,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2013-10-16,05:42,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2013-11-02,05:57,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2013-11-03,06:04,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
isha,2013-11-02,19:43,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM threshold Isha detection (Shafaq Abyad); dark-sky baseline=18.07
isha,2013-11-03,19:42,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM threshold Isha detection (Shafaq Abyad); dark-sky baseline=18.11
fajr,2013-11-05,06:11,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2013-11-06,06:12,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2013-11-08,06:06,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2013-11-10,06:01,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2013-11-12,06:18,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2013-11-13,06:05,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
isha,2013-11-23,19:28,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM threshold Isha detection (Shafaq Abyad); dark-sky baseline=18.04
isha,2013-11-24,19:28,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM threshold Isha detection (Shafaq Abyad); dark-sky baseline=18.07
fajr,2013-12-05,06:33,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2013-12-06,06:28,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2013-12-09,06:45,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2013-12-11,06:37,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2013-12-12,06:32,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2013-12-14,06:32,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2013-12-15,06:40,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
isha,2013-12-25,19:32,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM threshold Isha detection (Shafaq Abyad); dark-sky baseline=18.07
fajr,2014-01-24,06:50,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2014-02-03,06:31,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
isha,2014-02-02,20:08,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM threshold Isha detection (Shafaq Abyad); dark-sky baseline=18.03
fajr,2014-02-22,06:13,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2014-02-28,06:18,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2014-03-03,06:13,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2014-03-04,05:57,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2014-03-05,05:53,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2014-03-06,05:58,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
isha,2014-03-05,20:41,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM threshold Isha detection (Shafaq Abyad); dark-sky baseline=18.02
isha,2014-03-06,20:42,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM threshold Isha detection (Shafaq Abyad); dark-sky baseline=18.00
fajr,2014-03-10,06:01,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2014-03-26,05:17,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
isha,2014-03-26,21:13,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM threshold Isha detection (Shafaq Abyad); dark-sky baseline=18.03
fajr,2014-04-04,04:56,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
isha,2014-04-05,21:18,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM threshold Isha detection (Shafaq Abyad); dark-sky baseline=18.12
fajr,2014-04-09,05:09,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2014-04-13,04:44,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2014-04-18,04:50,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
isha,2014-04-17,21:35,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM threshold Isha detection (Shafaq Abyad); dark-sky baseline=18.09
isha,2014-04-18,21:36,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM threshold Isha detection (Shafaq Abyad); dark-sky baseline=18.07
fajr,2014-04-20,04:35,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2014-04-25,04:37,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
isha,2014-04-26,21:47,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM threshold Isha detection (Shafaq Abyad); dark-sky baseline=18.35
fajr,2014-04-29,04:10,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
isha,2014-04-28,21:51,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM threshold Isha detection (Shafaq Abyad); dark-sky baseline=18.35
fajr,2014-04-30,04:03,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
isha,2014-04-29,21:52,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM threshold Isha detection (Shafaq Abyad); dark-sky baseline=18.15
fajr,2014-05-01,04:04,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
fajr,2014-05-03,04:12,1.0,40.45,-3.73,640,Madrid Zenodo SQM (10-year),SQM inflection point Fajr detection; Madrid UCM Observatory; dark-sky baseline>=18.0
