prayer,date_local,time_local,utc_offset,lat,lng,elevation_m,source,notes
isha,2019-03-01,20:01:12,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.19deg,inflection_method"
fajr,2019-03-02,06:11:14,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.26deg,inflection_method"
isha,2019-03-02,20:01:16,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.00deg,inflection_method"
fajr,2019-03-03,06:11:19,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.95deg,inflection_method"
isha,2019-03-03,20:06:14,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.74deg,inflection_method"
fajr,2019-03-04,06:11:24,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.65deg,inflection_method"
isha,2019-03-04,20:06:19,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.55deg,inflection_method"
fajr,2019-03-05,06:11:27,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.35deg,inflection_method"
isha,2019-03-11,20:12:10,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.21deg,inflection_method"
fajr,2019-03-12,05:57:06,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.92deg,inflection_method"
isha,2019-03-12,20:12:04,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=10.99deg,inflection_method"
fajr,2019-03-13,05:57:12,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.59deg,inflection_method"
isha,2019-03-13,20:17:13,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.75deg,inflection_method"
fajr,2019-03-14,05:52:15,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.19deg,inflection_method"
isha,2019-03-14,20:17:18,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.56deg,inflection_method"
fajr,2019-03-15,05:47:17,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.79deg,inflection_method"
isha,2019-03-15,20:17:13,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.34deg,inflection_method"
fajr,2019-03-16,05:47:22,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.46deg,inflection_method"
isha,2019-03-16,20:17:19,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.15deg,inflection_method"
fajr,2019-03-17,05:47:18,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.15deg,inflection_method"
isha,2019-03-17,20:17:24,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=10.97deg,inflection_method"
fajr,2019-03-18,05:47:24,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.81deg,inflection_method"
isha,2019-03-18,20:22:24,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.70deg,inflection_method"
fajr,2019-03-19,05:47:29,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.47deg,inflection_method"
isha,2019-03-19,20:22:30,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.51deg,inflection_method"
fajr,2019-03-20,05:42:33,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.05deg,inflection_method"
isha,2019-03-20,20:22:25,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.29deg,inflection_method"
fajr,2019-03-21,05:42:29,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.74deg,inflection_method"
isha,2019-03-21,20:22:31,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.10deg,inflection_method"
fajr,2019-03-22,05:37:31,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.32deg,inflection_method"
isha,2019-03-22,20:27:39,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.86deg,inflection_method"
fajr,2019-03-23,05:37:36,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.97deg,inflection_method"
isha,2019-03-23,20:27:35,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.64deg,inflection_method"
fajr,2019-03-24,05:32:39,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.54deg,inflection_method"
isha,2019-03-24,20:27:41,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.45deg,inflection_method"
fajr,2019-03-25,05:32:45,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.19deg,inflection_method"
isha,2019-03-25,20:27:47,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.26deg,inflection_method"
fajr,2019-03-26,05:32:41,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.87deg,inflection_method"
isha,2019-03-26,20:27:43,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.04deg,inflection_method"
fajr,2019-03-27,05:32:47,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.53deg,inflection_method"
isha,2019-03-27,20:32:51,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.78deg,inflection_method"
fajr,2019-03-28,05:27:49,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.08deg,inflection_method"
isha,2019-03-28,20:32:54,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.59deg,inflection_method"
fajr,2019-03-29,05:22:53,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.63deg,inflection_method"
isha,2019-03-29,20:32:54,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.38deg,inflection_method"
fajr,2019-03-30,05:22:54,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.29deg,inflection_method"
isha,2019-03-30,20:32:54,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.17deg,inflection_method"
fajr,2019-03-31,05:22:54,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.96deg,inflection_method"
isha,2019-03-31,20:32:54,1,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=10.96deg,inflection_method"
fajr,2019-04-01,06:18:01,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.49deg,inflection_method"
isha,2019-04-01,21:37:58,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.68deg,inflection_method"
fajr,2019-04-02,06:18:01,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.16deg,inflection_method"
isha,2019-04-02,21:38:07,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.50deg,inflection_method"
fajr,2019-04-03,06:18:00,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.84deg,inflection_method"
isha,2019-04-03,21:38:06,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.29deg,inflection_method"
fajr,2019-04-04,06:18:09,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.48deg,inflection_method"
isha,2019-04-04,21:38:06,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.08deg,inflection_method"
fajr,2019-04-05,06:08:14,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.86deg,inflection_method"
isha,2019-04-05,21:43:09,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.78deg,inflection_method"
fajr,2019-04-06,06:08:14,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.53deg,inflection_method"
isha,2019-04-06,21:43:19,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.60deg,inflection_method"
fajr,2019-04-07,06:08:14,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.21deg,inflection_method"
isha,2019-04-07,21:43:19,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.39deg,inflection_method"
fajr,2019-04-08,06:08:13,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.89deg,inflection_method"
isha,2019-04-08,21:43:18,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.18deg,inflection_method"
fajr,2019-04-09,06:03:19,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.39deg,inflection_method"
isha,2019-04-09,21:43:26,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=10.99deg,inflection_method"
fajr,2019-04-10,06:03:28,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.04deg,inflection_method"
isha,2019-04-10,21:48:29,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.68deg,inflection_method"
fajr,2019-04-11,06:03:28,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.72deg,inflection_method"
isha,2019-04-11,21:48:28,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.47deg,inflection_method"
fajr,2019-04-12,05:58:23,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.25deg,inflection_method"
isha,2019-04-12,21:48:27,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.25deg,inflection_method"
fajr,2019-04-13,05:53:31,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.73deg,inflection_method"
isha,2019-04-13,21:48:27,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.04deg,inflection_method"
fajr,2019-04-14,05:53:30,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.42deg,inflection_method"
isha,2019-04-14,21:53:39,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.74deg,inflection_method"
fajr,2019-04-15,05:53:39,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.08deg,inflection_method"
isha,2019-04-15,21:53:39,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.53deg,inflection_method"
fajr,2019-04-16,05:48:36,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.58deg,inflection_method"
isha,2019-04-16,21:53:39,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.32deg,inflection_method"
fajr,2019-04-17,05:48:36,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.27deg,inflection_method"
isha,2019-04-17,21:53:39,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.11deg,inflection_method"
fajr,2019-04-18,05:48:46,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.94deg,inflection_method"
isha,2019-04-18,21:53:49,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=10.93deg,inflection_method"
fajr,2019-04-19,05:43:43,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.44deg,inflection_method"
isha,2019-04-19,21:58:52,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.59deg,inflection_method"
fajr,2019-04-20,05:43:53,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.11deg,inflection_method"
isha,2019-04-20,21:58:52,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.38deg,inflection_method"
fajr,2019-04-21,05:43:54,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.81deg,inflection_method"
isha,2019-04-21,21:58:51,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=11.17deg,inflection_method"
fajr,2019-04-22,05:43:52,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=18.52deg,inflection_method"
isha,2019-04-22,21:59:00,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=10.99deg,inflection_method"
fajr,2019-04-23,05:33:55,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.84,solar_dep=19.76deg,inflection_method"
isha,2019-07-10,22:52:20,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=10.80deg,inflection_method"
fajr,2019-07-11,04:42:16,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.27deg,inflection_method"
isha,2019-07-11,22:52:20,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=10.89deg,inflection_method"
fajr,2019-07-12,04:42:18,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.40deg,inflection_method"
isha,2019-07-12,22:52:25,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=10.99deg,inflection_method"
fajr,2019-07-13,04:42:23,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.53deg,inflection_method"
isha,2019-07-13,22:52:19,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=11.07deg,inflection_method"
fajr,2019-07-14,04:42:27,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.66deg,inflection_method"
isha,2019-07-14,22:52:24,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=11.19deg,inflection_method"
fajr,2019-07-15,04:47:25,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.27deg,inflection_method"
isha,2019-07-15,22:52:29,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=11.31deg,inflection_method"
fajr,2019-07-16,04:47:29,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.41deg,inflection_method"
isha,2019-07-16,22:52:33,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=11.43deg,inflection_method"
fajr,2019-07-17,04:47:34,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.55deg,inflection_method"
isha,2019-07-17,22:47:34,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=10.83deg,inflection_method"
fajr,2019-07-18,04:47:38,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.70deg,inflection_method"
isha,2019-07-18,22:47:37,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=10.97deg,inflection_method"
fajr,2019-07-19,04:52:34,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.31deg,inflection_method"
isha,2019-07-19,22:47:42,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=11.11deg,inflection_method"
fajr,2019-07-20,04:52:38,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.46deg,inflection_method"
isha,2019-07-20,22:47:45,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=11.26deg,inflection_method"
fajr,2019-07-21,04:52:41,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.63deg,inflection_method"
isha,2019-07-21,22:47:39,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=11.38deg,inflection_method"
fajr,2019-07-22,04:52:46,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.79deg,inflection_method"
isha,2019-07-22,22:42:43,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=10.81deg,inflection_method"
fajr,2019-07-23,04:57:46,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.38deg,inflection_method"
isha,2019-07-23,22:42:50,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=10.98deg,inflection_method"
fajr,2019-07-24,04:57:53,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.55deg,inflection_method"
isha,2019-07-24,22:42:55,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=11.15deg,inflection_method"
fajr,2019-07-25,04:57:48,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.74deg,inflection_method"
isha,2019-07-25,22:42:51,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=11.30deg,inflection_method"
fajr,2019-07-26,05:02:58,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.30deg,inflection_method"
isha,2019-07-26,22:42:59,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=11.49deg,inflection_method"
fajr,2019-07-27,05:02:54,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.50deg,inflection_method"
isha,2019-07-27,22:37:56,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=10.90deg,inflection_method"
fajr,2019-07-28,05:03:04,2,40.469,-3.863,700.0,Majadahonda_SQM_2019_Zenodo5709962,"sqm_msas=19.92,solar_dep=19.67deg,inflection_method"
