prayer,date_local,time_local,utc_offset,lat,lng,elevation_m,source,notes
isha,2018-04-11,18:35,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.53 mag/arcsec²; threshold=20.03; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-02,18:38,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.74 mag/arcsec²; threshold=20.24; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-03,18:42,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=21.06 mag/arcsec²; threshold=20.56; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-04,18:41,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=21.05 mag/arcsec²; threshold=20.55; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-05,18:41,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=21.11 mag/arcsec²; threshold=20.61; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-09,18:41,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=21.18 mag/arcsec²; threshold=20.68; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-10,18:40,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=21.03 mag/arcsec²; threshold=20.53; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-11,18:43,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=21.17 mag/arcsec²; threshold=20.67; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-12,18:42,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=21.06 mag/arcsec²; threshold=20.56; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-13,18:45,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=21.20 mag/arcsec²; threshold=20.70; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-14,18:43,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.97 mag/arcsec²; threshold=20.47; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-30,18:36,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.80 mag/arcsec²; threshold=19.30; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-07-31,18:42,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.55 mag/arcsec²; threshold=20.05; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-01,18:43,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=21.02 mag/arcsec²; threshold=20.52; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-02,18:45,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.98 mag/arcsec²; threshold=20.48; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-03,18:45,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.87 mag/arcsec²; threshold=20.37; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-05,18:43,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.98 mag/arcsec²; threshold=20.48; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-07,18:43,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.55 mag/arcsec²; threshold=20.05; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-08,18:42,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.69 mag/arcsec²; threshold=20.19; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-10,18:42,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.96 mag/arcsec²; threshold=20.46; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-11,18:44,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.54 mag/arcsec²; threshold=20.04; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-12,18:47,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.47 mag/arcsec²; threshold=19.97; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-29,18:37,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.67 mag/arcsec²; threshold=19.17; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-08-30,18:34,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.23 mag/arcsec²; threshold=18.73; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-01,18:35,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.18 mag/arcsec²; threshold=19.68; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-02,18:49,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.89 mag/arcsec²; threshold=19.39; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-03,18:38,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.87 mag/arcsec²; threshold=20.37; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-04,18:37,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.75 mag/arcsec²; threshold=20.25; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-05,18:33,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.33 mag/arcsec²; threshold=18.83; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-06,18:34,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.52 mag/arcsec²; threshold=20.02; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-07,18:32,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.04 mag/arcsec²; threshold=19.54; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-08,18:34,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.53 mag/arcsec²; threshold=20.03; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-10,18:39,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.95 mag/arcsec²; threshold=20.45; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-11,18:56,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.56 mag/arcsec²; threshold=20.06; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-27,18:30,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.42 mag/arcsec²; threshold=19.92; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-28,18:37,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.98 mag/arcsec²; threshold=20.48; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-29,18:30,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.16 mag/arcsec²; threshold=19.66; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-09-30,18:29,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.83 mag/arcsec²; threshold=19.33; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-01,18:54,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.86 mag/arcsec²; threshold=20.36; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-03,18:39,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=21.03 mag/arcsec²; threshold=20.53; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-04,18:39,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=21.19 mag/arcsec²; threshold=20.69; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-05,18:37,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=21.17 mag/arcsec²; threshold=20.67; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-06,18:35,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.96 mag/arcsec²; threshold=20.46; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-07,18:35,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=21.05 mag/arcsec²; threshold=20.55; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-08,18:34,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.92 mag/arcsec²; threshold=20.42; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-09,18:36,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.98 mag/arcsec²; threshold=20.48; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-27,18:30,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.33 mag/arcsec²; threshold=18.83; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-28,18:36,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.93 mag/arcsec²; threshold=19.43; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-29,18:30,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.14 mag/arcsec²; threshold=18.64; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-30,18:39,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=21.00 mag/arcsec²; threshold=20.50; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-10-31,18:38,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.27 mag/arcsec²; threshold=19.77; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-11-02,18:37,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.98 mag/arcsec²; threshold=20.48; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-11-04,18:36,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.95 mag/arcsec²; threshold=20.45; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-11-06,18:33,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.21 mag/arcsec²; threshold=19.71; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-11-08,18:33,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.84 mag/arcsec²; threshold=19.34; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-11-25,18:41,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.61 mag/arcsec²; threshold=19.11; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-11-26,18:42,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.93 mag/arcsec²; threshold=19.43; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-11-27,18:43,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=19.48 mag/arcsec²; threshold=18.98; Damanhuri & Mukarram LAPAN 2022 dataset
isha,2018-11-28,19:04,7.0,-7.65,107.692,680,BRIN multistation SQM 2018 (GRT),Per-night SQM Isha observation; station GRT; Garut West Java Indonesia; MPSAS-threshold Isha detection (Shafaq Abyad); moonless nights only; dark-sky baseline=20.44 mag/arcsec²; threshold=19.94; Damanhuri & Mukarram LAPAN 2022 dataset
